user_id,amount,timestamp,device_id,latitude,longitude,hour,velocity,geo_diff,amount_deviation,is_weekend,device_familiarity,location_familiarity,time_since_last,is_fraud
user_4890,45.83224864657112,2025-04-13T05:54:33.125793,device_12,34.0423714955422,-85.1213493119659,18,3,0.1147135423275979,0.05653882333006567,1,0.39770206394502466,0.8064424989279917,0.015053534419989129,0
user_9838,41.49543143331764,2025-03-24T05:54:33.125793,device_67,43.88888577564349,-106.78652432849685,12,3,0.04070639726548365,0.05669196106209404,0,0.8875485467786568,0.7189069314600632,0.06885541777252152,0
user_6393,3.670881199097204,2025-03-26T05:54:33.125793,device_53,42.346391950508504,-98.38425203730127,2,8,0.059190450819328236,0.19691498728500012,0,0.6762186486380471,0.14740080463623442,0.05389993384894831,0
user_9792,41.70211941208966,2025-04-16T05:54:33.125793,device_40,42.79433000341891,-101.52158064434013,3,5,0.016081818182759083,0.07657007677728996,0,0.792921256065042,0.4665903342837617,0.513761212228251,0
user_9433,104.68636767306016,2025-03-21T05:54:33.125793,device_9,30.944893371098104,-84.90502424810802,0,9,0.043292801227386955,0.7224791528859159,0,0.2451077443120068,0.7100240024931315,0.13094241968169085,0
user_8513,100.26293095904887,2025-03-29T05:54:33.125793,device_41,29.24238596807253,-78.18769631142773,21,8,0.19424181144674105,0.06649464894537081,1,0.7294029396457642,0.37728327529786804,0.23525260557307268,0
user_3612,2.8498920313381264,2025-04-12T05:54:33.125793,device_28,48.08928761117771,-118.08849115835457,0,3,0.09638961042684216,0.3640475640165413,0,0.6638536851035182,0.15012463979725607,0.10674213398878056,0
user_8041,7.51214224762098,2025-03-21T05:54:33.125793,device_22,27.32161464010193,-93.29121577790323,10,6,0.09740464522253617,0.14999632353544504,0,0.8323740736534343,0.11323016263344031,0.42269250410889875,0
user_7235,4.1921659380705005,2025-04-15T05:54:33.125793,device_62,41.04838039358272,-111.36641088518725,15,9,0.07364097219667773,0.03997116080270748,1,0.7681403236201254,0.7941235708113734,0.20940396671374759,0
user_6486,33.43888645932343,2025-03-26T05:54:33.125793,device_54,34.94738291724601,-117.73381378205715,3,8,0.0032740310531836933,0.32540527272351694,0,0.7872360620267069,0.5419384055878637,0.002983436496798683,0
user_8099,1.959184521740165,2025-04-10T05:54:33.125793,device_18,45.74126843892223,-85.52085956955142,6,9,0.12624376099766715,0.3974049842053739,0,0.9571880389015447,0.8961205661929748,0.22691761353160256,0
user_1775,3.7280519864070683,2025-04-09T05:54:33.125793,device_56,38.50187260862997,-107.45497266389692,11,2,0.09032093016693094,0.37561276329657234,0,0.5718636705422494,0.8117730855002575,0.11711147910694104,0
user_9226,7.406052086816175,2025-04-01T05:54:33.125793,device_78,32.97680795833792,-102.06175532340603,5,2,0.1135612808695349,0.0859143146683641,1,0.7338599201099826,0.5271693820800623,0.8764920606363745,0
user_4152,1.3563738222542416,2025-04-17T05:54:33.125793,device_10,25.346422139415967,-94.96599228663791,23,5,0.06175609224319708,0.05587559639578531,1,0.5513040561888896,0.5227565903959503,0.07027068685772235,0
user_2585,19.265218969801165,2025-04-07T05:54:33.125793,device_70,38.44302412437401,-116.62713812801178,19,7,0.23708430513961878,0.045071075166294446,1,0.7231098669819171,0.4575715119244494,0.170125534594883,0
user_4943,0.8523629386630064,2025-04-11T05:54:33.125793,device_84,47.88336215819014,-88.57497837548118,8,0,0.0013763403085898052,0.08747835900696557,1,0.49318026380226215,0.514423112903862,0.1755914766296589,0
user_8555,41.59654680453213,2025-04-06T05:54:33.125793,device_77,38.934299099797904,-78.21372396489056,7,3,0.07624814885140074,0.145410382452763,1,0.2791276888820275,0.977082562176405,0.1847069361933934,0
user_4073,11.0725330534712,2025-03-19T05:54:33.125793,device_47,25.743119121518443,-96.35161810808339,13,7,0.0741310269401039,0.003985769509380886,1,0.8925874944555371,0.935405328699934,0.20692739688330913,0
user_2021,7.877614968981539,2025-04-16T05:54:33.125793,device_12,28.358979076380372,-80.33008935013083,14,5,0.27548582939877464,0.10480781071212847,1,0.864027272047369,0.6690514941590565,0.3673736372153987,0
user_4843,10.063118107054036,2025-03-20T05:54:33.125793,device_75,25.0720753931392,-99.27675986553692,20,1,0.06721558044697017,0.07889832628818874,1,0.6524581476099801,0.21508263309829842,0.3758526575000147,0
user_8989,18.34617051712922,2025-03-25T05:54:33.125793,device_43,43.8306560769604,-90.80050480653034,21,7,0.013846231183328847,0.33004074137924533,0,0.9357418433884225,0.8396901174247507,0.642015032202697,0
user_7873,48.87662540469884,2025-04-13T05:54:33.125793,device_22,32.05614053616946,-89.60482784457116,4,0,0.10548620873022137,0.1082045307670778,0,0.4010045738511832,0.8401780929982826,0.3948083127327838,0
user_6675,144.84235012023035,2025-03-25T05:54:33.125793,device_51,37.9366503193586,-113.50846136416229,14,0,0.08889824121994618,0.22504139568818543,1,0.7184350084967056,0.6974544357736541,0.0995697382562928,0
user_1161,91.91449317175581,2025-04-10T05:54:33.125793,device_29,44.210916095583514,-72.91129967395597,5,6,0.004003596901790627,0.004855887591316915,1,0.5772090822310613,0.7849557407150732,0.27871665640194715,0
user_5297,571.0818156054953,2025-04-14T05:54:33.125793,device_58,40.79517677828809,-71.38411935562928,0,9,0.08793873203015036,0.062045282368940455,0,0.7302811245068827,0.6305805027073895,0.17130867604110686,0
user_1995,55.309562502926106,2025-03-20T05:54:33.125793,device_22,37.94506485483963,-105.61941662516665,19,2,0.05249743006037906,0.13649553796575922,0,0.1317792660779839,0.6954708991788991,0.2356311267945697,0
user_8629,24.790800916204844,2025-03-22T05:54:33.125793,device_20,31.24577015615116,-78.48090356633651,8,7,0.20340454897517043,0.7097225461454946,0,0.8092147956187353,0.22479978974306983,0.03704141515654994,0
user_2016,10.119378723360729,2025-04-11T05:54:33.125793,device_74,32.14899948084355,-123.87135436750754,3,8,0.003016080498897065,0.3197927787950406,0,0.8255482608191381,0.861750748135209,0.2092715806449358,0
user_8869,10.636607239394802,2025-03-22T05:54:33.125793,device_96,45.592193259750275,-90.02183916270825,1,7,0.06351033930918312,0.04040887401188466,0,0.3582032518509128,0.564635530318065,0.12644448799358926,0
user_7439,45.08533556426057,2025-04-11T05:54:33.125793,device_43,26.22033296654805,-82.17028109072467,5,0,0.018601943486761623,0.05614684977477598,0,0.8824412279695579,0.7972708064289359,0.07137575206771386,0
user_8892,4.485427404185114,2025-03-29T05:54:33.125793,device_87,49.3658430089393,-107.89165316800853,1,0,0.06286240877983931,0.008058524050949001,1,0.9975630147265074,0.7531671246432621,0.119559921939294,0
user_7863,28.31705317306086,2025-03-31T05:54:33.125793,device_43,36.310026851862766,-83.35604421715956,2,5,0.0248169881005502,0.26030736858091164,1,0.1681078383964956,0.42426011167781236,0.5227575850470696,0
user_8916,19.52513590557146,2025-03-23T05:54:33.125793,device_33,38.43152935369592,-101.39947619396256,6,0,0.038097737762311144,0.5124258295911619,0,0.5436439019190947,0.8770904987379372,0.12829559346432726,0
user_9529,6.738615007092255,2025-03-29T05:54:33.125793,device_6,28.465767863896282,-97.47645766465857,19,7,0.05686533113203023,0.06546515418756911,0,0.3213953643208224,0.9117943058387443,0.2696828579211984,0
user_1878,4.150440862593889,2025-04-14T05:54:33.125793,device_77,28.880828681250307,-72.9975340765573,16,5,0.04938905949264325,0.08063468409029038,0,0.5543899812833458,0.9745055554170179,0.4803848041665699,0
user_5887,886.3183987627451,2025-03-26T05:54:33.125793,device_62,34.35398649077189,-121.520528095213,8,4,0.10080173047487816,0.15434078855208258,0,0.6766316279542495,0.7323150966384694,0.4167412801517609,0
user_5859,2.4722860543321468,2025-04-14T05:54:33.125793,device_39,36.453864169994965,-112.14211520659437,21,5,0.07034597781173729,0.13890528133620422,0,0.5266460255590305,0.609710898499041,0.8934325379425879,0
user_7331,18.14440327184136,2025-04-07T05:54:33.125793,device_4,49.04460290510875,-90.90075250766736,8,3,0.1166012470049894,0.22149821520918292,0,0.6490500951363858,0.8342555410493045,0.257478549704342,0
user_9571,125.69718392914346,2025-03-21T05:54:33.125793,device_93,35.07181216635854,-73.53087330296935,18,0,0.07119887962742688,0.010442131726656097,0,0.4809401352272596,0.9536123230862331,0.06945405623127394,0
user_9684,44.4153574165271,2025-04-09T05:54:33.125793,device_78,45.74115625583353,-72.66818890541899,4,6,0.02882285947352159,0.17825713471540464,0,0.8113515942505143,0.9769134638107017,0.14737489931734007,0
user_8208,9.871942731741232,2025-03-27T05:54:33.125793,device_48,47.2973335104054,-81.76136607375415,5,9,0.07075937596960317,0.11748446429784103,0,0.885812815325391,0.9172756294610364,0.0911404825418139,0
user_6276,3.359456808207189,2025-03-26T05:54:33.125793,device_20,40.9063570601885,-98.96538379018536,17,8,0.18500352573429185,0.4174409055854631,0,0.363068045868318,0.7053711735835231,0.5094687303093702,0
user_3062,24.402355508889027,2025-03-27T05:54:33.125793,device_87,48.967015954702596,-108.04393448422904,0,3,0.16810392478332623,0.1036548311360267,0,0.4253642543951127,0.5408533868165992,0.12369605854404568,0
user_1064,0.383171398706393,2025-04-13T05:54:33.125793,device_18,29.828966070804398,-117.47950910372099,16,3,0.11254439774427938,0.3218361510167833,0,0.19910411047193075,0.8581391770332777,0.01720589027040458,0
user_9006,25.914446434356915,2025-03-19T05:54:33.125793,device_78,36.06789988369869,-103.23084428994702,13,8,0.0008889729313816838,0.0031764956054428535,0,0.8592417747152504,0.9886353369757863,0.09599788783680253,0
user_3568,21.16269327550968,2025-04-12T05:54:33.125793,device_84,49.04252086930429,-97.65473539547443,14,3,0.09755434947078741,0.004964279212189025,0,0.9115890400166236,0.973221155595003,0.19826808213762748,0
user_6463,100.00127068825394,2025-03-25T05:54:33.125793,device_59,36.16926398152912,-110.73541368358231,4,9,0.004114429845607558,0.29654678417876656,0,0.32211522211885135,0.44032955798807394,0.7577883421196493,0
user_3027,3.61463320370165,2025-03-26T05:54:33.125793,device_69,48.06493602260515,-78.62307447404568,16,3,0.10905776777632986,0.1407680507626885,0,0.7660047699733331,0.935291653093993,0.02302267407597965,0
user_3695,12.364047922475065,2025-04-12T05:54:33.125793,device_31,46.4925607845517,-95.05109491332385,20,7,0.05016517867073794,0.22453445062611055,0,0.8180686749859113,0.8383592249526413,0.04864025896220407,0
user_6258,38.68115266845583,2025-04-10T05:54:33.125793,device_61,36.91387794678063,-104.38306092645936,20,3,0.018637432892147893,0.2733638454006033,0,0.8746573134232922,0.33510240625584337,0.10794133692561467,0
user_6618,27.340022056814703,2025-04-06T05:54:33.125793,device_15,41.700666022512195,-119.57630747979688,22,8,0.07302115351507718,0.21968153730467466,1,0.5158700174223689,0.697490092653056,0.13370444561203926,0
user_7736,2.6805721341608413,2025-04-04T05:54:33.125793,device_9,36.23880082273585,-73.41268846461728,22,7,0.12238754219201099,0.10229977411882996,1,0.7104228498940418,0.8496691239717765,0.09343510856470309,0
user_1391,7.604554958634079,2025-04-10T05:54:33.125793,device_96,37.117568076698085,-100.73803599694196,10,4,0.057766147029113264,0.27009782527855924,0,0.6282616187270974,0.9027062012323775,0.25825322664804956,0
user_6892,164.0001496538226,2025-03-29T05:54:33.125793,device_12,39.983053429378494,-97.76276889692522,9,8,0.2013547398773911,0.4191063023769394,0,0.9275715996791415,0.9170337628814389,0.35238640113453684,0
user_4561,29.635992276333745,2025-04-08T05:54:33.125793,device_62,36.77775464639997,-84.20297696844554,16,7,0.0036025511275677895,0.10658978736876164,1,0.9845881462868102,0.43366932309435813,0.024405728546369607,0
user_7184,1.655040993542176,2025-03-22T05:54:33.125793,device_63,46.357696418487365,-80.94780846189192,0,9,0.1381822795111784,0.15445924017693513,1,0.7934023616968355,0.9856132335762405,0.22264076102538133,0
user_4099,75.55404439775766,2025-03-22T05:54:33.125793,device_99,33.328622147878534,-109.69981069918437,4,3,0.006443924859292929,0.3379457931598726,0,0.9892364323144381,0.16959945551530928,0.5902263556126577,0
user_7278,1.824129543746087,2025-04-02T05:54:33.125793,device_81,29.88739464375329,-82.12266927044067,15,3,0.12872259023212804,0.47045106923550195,0,0.9159416382715293,0.09285819326150048,0.0065800457630260465,0
user_9392,12.67294306643391,2025-03-19T05:54:33.125793,device_66,36.97478319992331,-110.07501332983287,6,0,0.009096136834258502,0.37187236428112613,0,0.9959461970454694,0.4957066005970981,0.577244716962543,0
user_4104,46.75470217053757,2025-04-16T05:54:33.125793,device_28,45.41981306402789,-106.0876197400176,11,3,0.06740272161993482,0.6229423157222154,0,0.6801329339358522,0.29920308539014284,0.3972589264603791,0
user_8215,124.03438431484177,2025-04-05T05:54:33.125793,device_51,48.287615509876105,-72.82166671472345,7,7,0.09025387797087257,0.1279333507406678,0,0.5279785410102947,0.7520466821463265,0.05936704960602575,0
user_3454,0.6023682218317852,2025-04-09T05:54:33.125793,device_79,40.62593119732696,-80.49360460858416,17,4,0.06437836743977737,0.030854411064264717,1,0.8890240998163506,0.9079786503504675,0.27053057890823606,0
user_9996,58.40404558823703,2025-04-10T05:54:33.125793,device_47,31.511022373194827,-98.72809499431146,0,5,0.0914838410811871,0.12382039653063205,1,0.1291222674170817,0.998410651893901,0.35757675531013855,0
user_3731,73.15547421021202,2025-04-14T05:54:33.125793,device_85,30.82687675780193,-117.19292676135585,19,3,0.07057842962012703,0.5465609680959138,0,0.8815288833564806,0.7883624551562064,0.3212206357804071,0
user_9154,8.710043610194182,2025-04-13T05:54:33.125793,device_97,42.163935751256716,-91.1080643125045,11,4,0.12604092083521196,0.045318320900352184,0,0.8085040739958178,0.2747600213105947,0.21034823559058463,0
user_6056,23.0200053143469,2025-04-03T05:54:33.125793,device_33,35.436874534694525,-94.36156371130136,3,9,0.02716781679042216,0.22724113696693615,1,0.5851608958217964,0.8392647690666822,0.10348985600097221,0
user_9110,0.2063962134951971,2025-03-23T05:54:33.125793,device_75,37.87910075555633,-111.29064768673292,11,7,0.07353818766424934,0.2628422851098379,0,0.5868531517237611,0.41348195660965464,0.003458703641281838,0
user_4840,0.3256375023717795,2025-03-31T05:54:33.125793,device_32,49.50933307791503,-116.18736410223528,21,8,0.07029934140553028,0.08047630551991286,1,0.9968372179631951,0.6766045126091307,0.15726378752154133,0
user_2028,105.93218021055915,2025-03-30T05:54:33.125793,device_77,33.85251542366991,-117.39946653408174,0,2,0.2186348501620941,0.5772044010514646,1,0.4626359067262672,0.07352625930741229,0.1114309654809207,0
user_8385,8.950032436955611,2025-04-17T05:54:33.125793,device_32,49.222089397694376,-94.02778381657647,0,9,0.07092797932362221,0.1585608769947012,0,0.5489354921805427,0.6844208546566806,0.020974230507585775,0
user_1502,11.949406988427206,2025-03-26T05:54:33.125793,device_70,30.039259987901566,-87.36207945536687,2,3,0.07658378730576677,0.10124830118048908,1,0.868620997090917,0.32218635065694295,0.7129988941039597,0
user_7910,28.5602132888658,2025-03-28T05:54:33.125793,device_45,48.63811439421881,-106.21276013634227,20,0,0.025012568793639084,0.15112953139581625,0,0.9294281977671682,0.5660720368939858,0.3668636201762355,0
user_7938,11.60112044848831,2025-04-01T05:54:33.125793,device_81,35.374707557962395,-116.34640062223855,11,4,0.16965490566770527,0.06785776060014963,0,0.6117448547713172,0.7739798348860977,0.34270541251877557,0
user_5488,10.094208057416264,2025-03-22T05:54:33.125793,device_79,31.393768712350017,-97.55766062668235,21,3,0.08834861337616333,0.10131476361976265,0,0.4130257792315554,0.9872829629103013,0.054737558010519556,0
user_1206,36.29694554138767,2025-04-11T05:54:33.125793,device_73,49.5852973899361,-117.14039204689584,20,5,0.004173957157818028,0.13322196120346158,1,0.79756641811653,0.41178393547992137,0.1813856876685637,0
user_6134,2.1312221904192423,2025-03-25T05:54:33.125793,device_7,39.38043474429411,-122.393415764903,12,5,0.05455721077688074,0.4297713413601057,0,0.7878102974967355,0.739073945698246,0.6203860303238021,0
user_6977,114.4200673877369,2025-04-12T05:54:33.125793,device_87,34.10624805524361,-89.13530317878966,12,9,0.2851544524385776,0.00786545383935018,0,0.87549864163513,0.8793580715123777,0.4238574922774925,0
user_8721,14.219652159070606,2025-04-01T05:54:33.125793,device_2,29.896299354968413,-124.44459634648562,20,5,0.01770544624011428,0.44637531607795267,0,0.7829573448970255,0.30680132952894185,0.7778484777770056,0
user_8035,4.443810587919323,2025-03-24T05:54:33.125793,device_17,36.24728791886992,-111.99446439817143,8,2,0.15343209971912558,0.01672093455227076,0,0.49561093134360557,0.8790015886579929,0.3916871051269995,0
user_2484,3.6316441267539723,2025-03-22T05:54:33.125793,device_72,49.61372893046361,-98.38579639092606,17,6,0.0034627663858332334,0.1883235470030073,0,0.7066672342463468,0.5761100428160743,0.001862368105301346,0
user_8858,21.412563510270363,2025-04-11T05:54:33.125793,device_68,31.90922909333584,-79.75418393654304,0,2,0.014845618346605164,0.17907944802908476,0,0.3479200277823201,0.9843893743964522,0.11800120249908422,0
user_1863,12.685548540196866,2025-04-13T05:54:33.125793,device_78,33.529040028285706,-93.38067683647103,5,5,0.0004022648323660616,0.09953538074062572,0,0.8198021743278008,0.6425807118638909,0.014787862410393388,0
user_3790,1.9674531483080682,2025-04-08T05:54:33.125793,device_29,29.317404572209252,-123.08063399594671,22,9,0.2174667407261262,0.2192782467565152,0,0.3822668651315363,0.8946370662377428,0.4735019836724598,0
user_8408,8.143722148762848,2025-03-26T05:54:33.125793,device_2,38.275493515745566,-118.77060311098086,23,0,0.04477296742814789,0.004361349287370837,0,0.5852732065203261,0.8574530316984058,0.17827665522686306,0
user_9755,5.966744660442897,2025-03-23T05:54:33.125793,device_71,42.484737046664875,-93.05064877479963,4,7,0.2885458792441862,0.04430777944670973,1,0.9683407391790465,0.45683085821909214,0.32816847561430756,0
user_6116,133.32433981551722,2025-03-19T05:54:33.125793,device_43,42.697440493085125,-77.1034126022843,3,6,0.09577443096147088,0.08097013749194094,0,0.9510147676688075,0.36564994073155843,0.014118225944301625,0
user_7019,24.42674460641824,2025-04-10T05:54:33.125793,device_15,29.18194610428974,-113.79549261281254,5,8,0.15631986538961115,0.4025201684518468,0,0.39117183071891,0.5344727730270031,0.5263523681001938,0
user_2757,211.45435139763836,2025-03-24T05:54:33.125793,device_34,41.3483312991827,-116.81101203447986,2,2,0.03773183965457556,0.4719345880280755,0,0.6944623640780199,0.9305778068851075,0.1519878070581369,0
user_8574,6.924311767978582,2025-04-14T05:54:33.125793,device_94,46.43996154539491,-84.79189086157828,16,7,0.27726438629059497,0.10806050138501556,0,0.7956864716294771,0.9066450140062894,0.7263370888221834,0
user_7374,12.978604148851309,2025-04-14T05:54:33.125793,device_72,31.764360843401295,-80.20401813107173,10,1,0.008855784933236665,0.028965281233014544,0,0.13283272271503524,0.5051080745801634,0.06566983812946203,0
user_7892,35.867437047684746,2025-03-28T05:54:33.125793,device_5,32.254696158258255,-70.86982783579538,3,8,0.30470457268786505,0.07201954670289651,1,0.9794732497651709,0.7965024168343491,0.021027973885967274,0
user_2678,49.70964187824468,2025-04-11T05:54:33.125793,device_47,38.23894739363122,-120.10398740183497,19,0,0.2114226904939965,0.2904384009578325,0,0.8369133847072516,0.8941412633020945,0.9128928606678528,0
user_4242,59.23346140701226,2025-03-20T05:54:33.125793,device_18,34.58114075494592,-110.18976930679273,0,9,0.23850234657332414,0.6502105597424355,0,0.33508725990686095,0.6079530577687684,0.02014521934799195,0
user_5636,5.303068797298248,2025-04-15T05:54:33.125793,device_68,26.865652266362897,-118.85963545740688,3,6,0.005051875162809875,0.1457271160697566,0,0.9833426888151411,0.7889491908621618,0.01275661621223015,0
user_2059,5.53162317693115,2025-03-27T05:54:33.125793,device_16,25.16653751331866,-90.75557421502403,22,9,0.050601871656895295,0.01434945743462419,1,0.3738094564118184,0.8511451556073973,0.4475718407837539,0
user_7668,11.785495644874183,2025-04-03T05:54:33.125793,device_84,28.61521143102089,-123.55549720271314,2,0,0.09940776881897534,0.16393572270230927,0,0.7958443234752851,0.3949752176257977,0.5212941678052209,0
user_4157,185.18592050451318,2025-04-16T05:54:33.125793,device_39,34.24315695529586,-118.80310211162961,9,5,0.18883986906435496,0.0615682101173745,0,0.9777429923102655,0.3665288643235338,0.026813856008164296,0
user_6915,4.477098699211681,2025-04-16T05:54:33.125793,device_61,30.970211741905732,-123.39500017787644,21,0,0.06692186107891307,0.16121448289370932,0,0.7421273186425553,0.4490431699080546,0.11459128247073525,0
user_3693,9.112184653089644,2025-04-03T05:54:33.125793,device_94,45.611344074696056,-110.27223400703338,0,3,0.1526561275926369,0.38351201543793706,0,0.2646308224162853,0.9388361046676298,0.10371134021688533,0
